shape,z,posx,posy,scale,angle,thickness,energy,curveX,curveY,spread1,spread2,hue_bias,lightness_bias,texture
blob,3984,25.62,28.45,69.7,212.6,6.02,0.449,7.14,-24.46,214.03,91.04,2.85,0.128,1.41
spiral,3985,56.18,87.88,105.24,151.97,6.0,0.861,8.19,6.21,216.36,141.07,120.0,0.086,0.641
stroke,3986,21.55,31.96,126.82,54.46,8.59,0.379,6.07,9.31,166.09,79.17,-2.67,-0.003,1.267
spiral,3987,25.17,23.94,103.54,39.53,4.58,0.67,-15.23,-25.92,101.9,141.46,97.91,-0.176,0.719
stroke,3988,20.04,34.36,79.52,43.98,6.72,0.865,24.81,20.87,192.1,110.38,32.44,0.165,1.882
spiral,3989,12.7,31.33,63.05,30.35,7.37,0.436,19.41,31.0,183.6,41.96,44.7,-0.163,5.065
cloud,3990,83.43,72.73,46.43,84.09,6.29,0.728,-8.01,5.68,105.89,75.04,12.98,0.361,1.384
splatter,3991,72.56,73.35,86.56,142.56,6.75,0.439,24.67,21.5,150.04,96.56,-56.87,0.262,2.738
splatter,3992,76.0,71.42,111.7,60.61,5.51,0.948,17.58,-3.72,151.08,133.92,120.0,-0.148,2.369
stroke,3993,79.79,72.55,124.91,152.63,6.4,0.832,20.34,52.32,90.79,124.44,-2.92,-0.022,2.121
stroke,3994,78.78,75.73,96.95,6.07,3.43,0.71,5.64,-40.89,125.8,98.7,56.34,0.45,5.337
splatter,3995,21.17,26.4,97.26,126.28,2.0,0.452,-7.94,39.7,187.77,95.11,-29.83,0.003,0.955
stroke,3996,84.55,75.09,167.59,260.4,7.15,0.882,61.92,32.32,159.76,81.02,120.0,0.174,1.209
wave,3997,81.52,61.87,99.8,254.01,8.18,0.969,-5.79,-8.1,125.77,70.53,-43.19,-0.037,1.037
cloud,3998,75.59,84.38,99.42,230.45,8.15,0.87,-46.0,24.05,175.12,151.43,-8.03,0.285,0.592
stroke,3999,8.61,0.0,91.01,276.55,4.08,0.642,45.97,-4.69,203.63,57.14,-19.2,0.188,2.493
splatter,4000,76.24,64.97,100.32,38.12,4.77,0.504,-1.04,25.94,185.7,39.87,-9.8,-0.235,1.252
blob,4001,19.84,0.0,35.0,32.61,11.38,0.921,35.0,7.07,101.68,83.4,-73.0,0.023,0.721
stroke,4002,31.55,20.11,71.11,55.07,5.77,0.522,-42.39,-13.79,273.81,130.41,65.11,0.038,3.077
stroke,4003,76.6,80.07,107.43,283.27,4.43,0.535,1.61,47.46,128.48,108.24,74.05,-0.021,4.865
wave,4004,65.94,79.61,98.53,203.07,11.06,0.896,-5.49,-25.12,155.0,103.56,-26.98,0.217,0.935
splatter,4005,27.72,25.07,74.42,231.11,8.48,0.567,11.82,-43.61,167.34,25.0,-47.01,0.415,1.321
cloud,4006,17.12,10.85,68.99,116.31,6.51,0.908,-6.83,-34.99,161.39,41.06,5.51,0.205,2.657
blob,4007,41.85,28.19,109.72,171.46,2.62,0.462,-22.49,-18.18,72.3,45.53,-41.69,0.135,1.001
spiral,4008,27.93,36.62,149.47,6.47,7.02,0.35,-47.85,-32.41,169.9,97.22,12.31,0.431,0.585
wave,4009,18.34,39.49,75.06,255.17,9.83,0.962,11.66,-13.38,202.13,127.69,62.19,0.322,0.729
wave,4010,16.6,14.94,48.65,126.19,6.52,0.377,-17.63,22.35,233.13,154.72,47.09,0.153,2.651
spiral,4011,80.62,82.74,42.96,227.38,9.17,0.562,0.56,-29.29,144.72,140.29,33.77,-0.065,0.53
stroke,4012,17.51,27.1,67.99,147.27,5.36,0.518,31.99,5.15,92.05,98.23,6.83,0.101,1.946
wave,4013,61.38,68.72,121.81,320.3,6.81,0.496,49.33,-48.19,145.92,94.77,21.25,-0.07,3.17
stroke,4014,17.03,36.05,95.0,81.64,7.49,0.454,-36.88,-11.36,124.68,175.15,-1.82,0.081,2.113
wave,4015,17.43,25.82,76.66,120.78,8.27,0.53,-30.84,1.94,187.92,92.02,14.63,-0.136,3.659
splatter,4016,28.44,25.8,107.71,25.57,8.14,0.903,-32.38,-9.79,117.18,74.68,-26.96,-0.036,0.5
splatter,4017,23.26,34.05,79.21,69.76,9.22,0.625,-8.93,32.75,227.55,101.14,-6.33,0.177,2.03
stroke,4018,30.88,29.53,95.08,161.27,10.02,0.558,-8.35,19.79,93.87,60.82,48.88,0.13,1.087
stroke,4019,82.28,74.92,70.72,176.02,8.99,0.629,-12.6,-6.23,99.59,174.79,14.9,0.183,1.789
spiral,4020,72.94,80.31,80.42,161.62,8.0,0.532,44.58,49.27,157.83,120.85,14.98,-0.323,0.95
blob,4021,92.22,78.89,98.39,267.65,11.72,0.939,16.3,5.07,179.04,38.1,-19.61,-0.31,2.788
stroke,4022,15.68,28.25,120.14,13.06,10.34,0.423,8.95,17.19,173.84,59.07,87.46,0.072,0.689
spiral,4023,27.29,41.72,111.37,218.25,6.74,0.808,-4.79,-32.33,178.45,61.38,16.15,0.19,1.689
wave,4024,29.97,26.02,121.78,337.96,12.28,0.817,17.34,-20.52,203.2,109.0,119.56,0.28,1.389
splatter,4025,17.74,25.86,121.38,23.02,3.8,0.594,16.2,41.96,129.62,88.08,107.09,0.187,1.215
stroke,4026,71.8,62.79,108.83,81.69,6.58,0.896,11.21,58.2,272.93,166.46,61.46,-0.057,1.45
wave,4027,30.72,33.51,168.58,343.27,5.17,0.368,4.25,42.28,140.78,90.46,40.83,0.095,1.077
wave,4028,78.29,80.87,154.98,236.94,9.74,0.85,-17.04,14.57,281.59,59.89,35.17,-0.089,0.769
wave,4029,71.89,73.67,156.69,277.53,12.19,0.958,16.65,2.72,128.79,153.94,-22.95,0.428,1.07
stroke,4030,73.32,64.39,126.82,312.12,7.51,0.35,-35.55,-3.42,138.68,65.28,37.7,0.166,1.536
splatter,4031,25.99,21.6,37.26,158.21,8.39,0.965,-25.79,-18.17,201.1,71.86,95.63,0.185,1.183
wave,4032,75.13,89.27,109.7,205.97,7.76,0.714,23.74,-23.32,134.45,68.43,17.84,0.177,0.621
wave,4033,24.73,24.77,152.65,145.55,10.79,0.561,-14.91,-31.67,169.27,111.35,53.12,0.126,5.5
cloud,4034,7.16,19.3,73.27,321.83,7.41,0.451,-15.51,20.47,182.71,112.26,82.98,-0.227,1.987
wave,4035,76.92,69.98,77.53,125.92,7.22,0.517,18.99,13.87,150.22,97.58,87.99,0.307,2.225
blob,4036,80.97,77.71,98.39,269.99,6.5,0.844,-16.84,-5.91,146.63,38.05,32.43,0.057,1.299
spiral,4037,68.61,65.5,78.3,283.97,10.83,0.569,-64.69,-2.06,295.15,89.54,39.26,0.45,1.629
splatter,4038,28.4,31.73,160.9,30.33,7.7,0.672,36.94,4.87,121.91,101.67,13.1,-0.099,1.805
splatter,4039,100.0,77.69,71.12,284.79,5.75,0.897,27.64,-0.63,173.43,96.14,-58.35,-0.21,1.347
spiral,4040,88.35,93.58,92.95,126.69,9.55,0.804,46.14,-45.89,157.45,129.47,-19.62,0.073,1.972
splatter,4041,76.61,71.33,111.16,286.21,8.6,0.897,9.61,7.67,100.14,88.6,112.59,0.037,1.296
spiral,4042,63.23,67.03,67.15,177.51,8.81,0.896,-5.83,57.19,60.0,51.47,-5.77,0.006,2.003
blob,4043,84.5,70.89,78.91,280.22,10.72,0.781,22.67,-10.78,117.19,165.78,46.93,-0.02,0.7
blob,4044,30.59,25.9,92.49,93.51,3.07,0.825,22.36,7.16,171.31,87.55,-33.73,-0.243,1.697
stroke,4045,5.81,34.28,115.47,52.18,11.38,0.685,10.44,5.13,77.2,79.1,23.93,0.092,2.048
cloud,4046,76.63,85.74,111.48,143.64,7.94,0.514,29.37,-15.02,214.25,66.6,85.51,0.101,1.564
spiral,4047,70.42,67.68,57.08,117.56,6.99,0.89,-15.34,16.01,210.85,94.63,22.9,-0.107,2.703
stroke,4048,22.48,25.31,135.27,125.81,7.6,0.547,3.33,11.99,165.03,106.36,32.24,0.033,1.286
spiral,4049,76.42,68.65,59.54,336.46,8.27,0.58,-26.81,-56.43,83.41,54.5,-16.91,0.185,0.987
spiral,4050,73.96,73.54,53.98,286.77,7.39,0.414,19.31,-19.09,76.38,98.2,4.91,0.097,1.411
cloud,4051,74.31,66.12,133.7,304.67,4.16,0.353,-21.27,-6.27,169.93,100.03,109.29,0.447,1.401
spiral,4052,82.31,80.75,59.8,319.43,8.96,0.59,7.68,39.93,176.38,113.62,4.82,0.178,2.069
wave,4053,70.43,70.16,79.27,74.51,5.54,0.718,-11.86,-7.91,233.09,86.78,42.21,0.016,1.139
cloud,4054,28.27,36.13,60.73,51.76,9.35,0.677,-14.66,20.24,272.88,104.66,46.66,-0.141,1.497
stroke,4055,28.42,51.36,70.07,355.37,9.01,0.67,15.8,-6.87,217.71,124.42,-33.53,-0.165,0.746
wave,4056,81.55,82.32,54.57,108.0,9.02,0.487,16.91,-30.0,232.47,97.44,-19.16,0.016,0.734
splatter,4057,25.45,23.42,66.51,278.86,10.56,0.806,26.83,-50.04,181.68,66.26,-9.36,-0.226,0.937
stroke,4058,79.04,80.44,109.8,119.14,4.1,0.684,-25.66,24.69,192.67,86.33,63.78,0.027,0.998
stroke,4059,74.23,75.21,69.49,128.1,9.05,0.63,-9.43,-1.61,320.0,115.76,58.65,-0.207,0.705
wave,4060,77.59,80.67,92.57,271.23,7.98,0.35,17.67,-4.89,157.62,116.21,51.77,0.138,3.723
stroke,4061,32.13,12.48,101.5,284.34,5.86,0.442,-2.62,-25.0,214.6,90.66,46.97,0.0,2.246
stroke,4062,72.47,64.92,64.46,355.96,9.94,0.405,7.62,-22.26,182.33,128.97,19.41,-0.074,0.98
splatter,4063,22.87,25.27,127.01,180.01,10.79,0.972,12.89,22.1,134.46,143.42,-14.09,0.422,1.095
blob,4064,80.35,52.73,64.91,212.72,7.28,0.816,-23.05,-0.19,90.52,108.92,-20.51,0.109,1.874
spiral,4065,10.78,24.4,87.17,282.65,9.62,0.476,-7.4,-6.03,96.33,108.03,-2.78,0.174,1.498
wave,4066,14.82,49.41,128.98,312.34,3.46,0.785,54.75,11.41,203.42,121.08,61.92,0.013,1.405
splatter,4067,76.71,79.09,127.5,212.54,9.59,0.901,-38.0,-34.22,201.06,116.86,108.4,-0.159,0.676
spiral,4068,15.23,30.16,69.08,322.71,7.58,0.553,4.2,8.94,119.45,50.3,5.09,0.121,1.588
splatter,4069,72.96,65.04,49.21,346.45,7.64,0.446,-2.18,-40.47,87.43,88.62,-9.59,0.05,1.239
cloud,4070,15.86,29.95,85.07,23.42,7.69,0.771,-27.91,-27.71,60.0,56.92,-11.68,0.142,2.091
stroke,4071,15.82,18.81,96.66,81.58,5.39,0.504,7.44,-0.84,263.23,117.89,54.27,-0.129,1.325
blob,4072,15.91,18.79,52.7,221.2,4.93,0.711,-40.23,10.55,190.51,62.26,56.74,-0.286,1.553
blob,4073,36.76,29.95,109.25,200.64,5.44,0.846,-4.2,-34.18,172.35,100.5,108.23,0.45,1.737
splatter,4074,4.95,14.87,70.03,107.26,4.41,0.836,-45.15,-44.45,106.26,47.98,102.44,0.098,1.872
blob,4075,32.2,29.71,65.57,69.18,5.89,0.507,-13.89,17.86,199.24,102.08,-39.78,0.407,0.768
blob,4076,15.82,48.31,75.74,291.4,8.04,0.709,11.53,37.12,166.36,96.6,59.36,0.337,2.342
splatter,4077,28.32,34.69,48.17,82.03,12.87,0.649,-43.28,-5.24,263.75,123.4,71.84,0.003,1.171
splatter,4078,16.19,22.65,136.95,264.21,7.31,0.435,-2.9,-5.04,60.0,163.05,37.16,0.032,1.961
stroke,4079,75.72,82.77,76.87,133.23,8.28,0.617,28.66,14.22,131.64,103.63,-84.11,0.264,1.372
wave,4080,82.79,73.52,43.35,231.15,9.79,0.974,20.35,-19.26,149.34,45.56,82.85,-0.116,2.653
stroke,4081,88.1,69.07,111.48,113.43,5.21,0.911,-3.77,-3.7,102.84,78.26,110.87,0.096,1.668
stroke,4082,67.68,66.94,113.24,32.59,8.99,0.568,0.12,-1.27,95.84,146.22,49.84,0.038,1.363
blob,4083,83.72,60.73,68.92,56.88,5.65,0.98,0.23,23.87,161.05,80.0,-76.27,-0.008,1.275
blob,4084,26.63,27.8,95.16,109.05,6.8,0.602,5.75,47.92,211.16,141.09,19.09,0.45,0.834
cloud,4085,96.89,73.69,75.83,250.74,6.04,0.665,4.95,22.12,141.36,78.25,52.02,0.45,1.261
splatter,4086,19.2,16.5,80.25,137.44,4.53,0.35,-85.02,37.67,186.3,54.43,-3.74,0.212,1.658
stroke,4087,32.59,27.13,35.0,205.94,9.4,0.744,-14.18,-36.91,107.03,74.09,2.72,0.013,0.797
spiral,4088,21.48,38.54,129.23,51.47,6.6,0.35,53.07,12.73,152.84,89.78,24.34,-0.141,0.632
stroke,4089,13.58,17.61,38.13,185.08,7.5,0.912,9.86,-17.75,280.7,60.79,34.0,0.42,1.791
stroke,4090,78.58,66.13,146.57,289.36,6.37,0.804,10.03,-27.75,149.05,104.63,18.95,0.062,1.911
stroke,4091,79.5,86.13,35.0,297.5,8.34,0.607,-54.56,-29.35,155.94,129.08,38.74,0.071,0.877
wave,4092,67.49,68.04,220.0,317.74,7.12,0.552,-24.61,-50.98,220.83,45.19,-38.15,0.344,0.979
splatter,4093,26.86,25.93,179.87,62.62,8.81,0.774,42.11,-0.37,156.59,123.06,-49.22,0.049,0.5
wave,4094,5.44,28.31,55.76,344.98,4.43,0.974,1.22,4.23,99.39,34.92,-18.96,0.226,0.715
splatter,4095,81.12,76.66,205.36,128.9,7.71,0.703,-12.71,37.62,136.34,135.97,-18.3,0.199,2.262
wave,4096,78.99,80.26,117.62,340.84,9.71,0.972,-19.42,-20.93,73.39,69.37,66.23,-0.048,1.144
wave,4097,21.36,26.08,76.12,19.92,8.01,0.611,-62.46,-32.65,152.52,177.75,7.45,0.104,1.967
spiral,4098,13.31,36.28,151.06,293.88,8.82,0.51,34.98,3.42,215.0,91.54,21.76,0.174,1.344
wave,4099,74.95,74.19,104.28,172.1,4.27,0.621,25.53,-3.29,131.95,120.48,83.42,-0.106,2.324
wave,4100,82.92,63.51,63.59,252.26,10.26,0.871,49.71,4.73,145.58,81.79,-24.7,-0.189,0.833
cloud,4101,75.03,78.99,131.51,359.02,7.01,0.371,-18.44,19.9,84.82,64.26,19.38,-0.004,1.172
stroke,4102,9.37,31.64,147.05,245.78,11.58,0.35,69.97,43.69,227.21,106.27,-1.37,-0.341,2.491
stroke,4103,97.44,68.03,35.0,277.7,6.94,0.731,-6.26,32.17,160.73,59.17,-52.92,0.131,2.461
wave,4104,71.23,85.81,97.94,245.9,6.93,0.829,22.74,27.59,199.53,25.0,-46.53,0.123,1.131
cloud,4105,66.87,60.09,180.17,223.05,8.82,0.855,-11.22,52.14,200.74,138.34,50.23,0.259,0.679
stroke,4106,25.57,25.4,95.08,75.34,6.38,0.601,41.39,21.96,148.6,103.06,45.04,-0.08,3.186
stroke,4107,89.09,52.67,72.83,198.2,6.36,0.721,13.28,-14.95,125.09,120.86,42.57,0.21,1.099
spiral,4108,34.55,32.94,126.5,341.23,3.45,0.51,32.3,-57.07,171.0,93.94,18.34,-0.16,1.286
cloud,4109,20.95,33.7,62.11,277.72,5.95,0.894,-17.27,5.11,181.34,91.08,97.28,-0.399,2.654
splatter,4110,24.59,28.3,127.64,65.24,5.68,0.762,-24.81,26.09,251.78,195.1,116.01,-0.012,1.126
splatter,4111,74.3,82.2,94.91,68.37,7.03,0.58,-29.52,-11.79,175.84,84.81,-6.56,0.145,1.436
spiral,4112,30.04,34.5,83.8,30.11,7.22,0.832,-11.05,-15.29,238.03,72.94,22.48,0.016,0.769
wave,4113,25.54,36.93,35.0,201.02,11.8,0.688,31.23,-2.83,60.0,58.9,83.71,0.158,1.031
cloud,4114,16.31,37.17,77.85,322.04,11.08,0.771,17.03,-42.1,60.0,171.89,11.03,0.025,2.593
blob,4115,73.33,83.5,114.57,93.96,8.25,0.882,22.17,-33.41,197.0,201.69,43.08,0.227,0.695
stroke,4116,17.16,30.2,78.1,222.64,8.47,0.667,-17.08,36.5,154.51,94.06,58.46,-0.054,1.965
blob,4117,19.75,14.81,51.85,211.05,6.34,0.489,11.4,21.84,60.0,47.86,21.83,0.125,1.368
spiral,4118,19.59,18.18,133.72,142.5,2.0,0.761,-33.6,29.62,60.0,69.6,5.73,-0.022,2.191
splatter,4119,87.3,68.25,35.0,209.47,9.27,0.571,5.0,31.71,122.95,80.38,73.98,0.32,2.008
wave,4120,61.04,66.26,35.0,338.87,6.14,0.432,13.45,10.52,215.9,129.11,77.94,-0.311,1.18
spiral,4121,23.9,26.26,119.3,257.33,11.83,0.35,37.75,43.04,216.53,125.66,22.76,-0.342,4.234
blob,4122,13.12,22.21,35.0,196.91,7.33,0.565,5.08,18.81,193.37,84.39,-77.3,0.45,1.876
blob,4123,77.8,80.34,84.55,36.26,5.92,0.854,-20.3,-8.61,162.97,66.72,-33.59,0.161,1.196
blob,4124,77.91,67.86,53.37,275.31,5.05,0.82,-22.09,-5.54,202.86,131.47,-10.93,0.164,0.979
cloud,4125,15.1,29.7,87.58,260.15,7.42,0.529,42.88,-45.21,146.05,152.32,106.0,0.012,1.334
stroke,4126,24.88,31.85,67.92,160.42,6.13,0.414,-48.36,-16.44,172.87,152.08,17.28,-0.171,0.915
stroke,4127,82.6,80.93,75.43,341.58,11.94,0.656,34.8,8.56,60.0,137.79,118.98,0.246,1.583
splatter,4128,83.9,80.08,65.49,319.02,5.79,0.782,-2.91,-30.93,182.7,25.0,-26.45,0.375,0.893
spiral,4129,89.89,68.51,61.31,59.32,5.75,0.35,-14.39,32.93,137.26,92.23,53.87,0.274,0.692
splatter,4130,25.51,36.73,44.2,272.86,9.92,0.859,-2.22,-7.64,145.12,83.59,61.05,-0.147,1.428
stroke,4131,86.66,84.51,136.99,175.73,6.51,0.646,-4.92,10.61,114.94,106.3,-9.08,-0.388,1.361
cloud,4132,91.96,73.04,70.06,331.17,3.08,0.753,1.87,23.5,151.16,107.03,80.74,0.157,1.089
splatter,4133,23.87,33.44,84.84,6.28,10.61,0.919,3.14,6.76,166.0,52.45,18.0,0.041,0.5
stroke,4134,81.8,75.69,40.97,138.01,8.43,0.75,-50.79,-50.77,182.87,35.64,2.67,0.108,1.745
spiral,4135,20.64,21.65,179.94,59.84,5.3,0.695,-53.6,-17.32,123.77,114.04,-31.69,0.43,1.935
stroke,4136,16.19,31.74,93.13,321.89,6.2,0.63,-56.4,-26.76,72.63,65.49,-54.01,0.309,1.899
cloud,4137,23.13,28.09,104.3,38.97,11.23,0.8,-23.38,3.19,223.01,149.4,94.27,0.158,3.965
wave,4138,72.66,82.0,62.21,165.5,6.97,0.7,7.94,23.0,157.83,40.12,10.02,-0.148,0.85
cloud,4139,75.83,73.62,74.11,346.13,9.57,0.914,5.9,11.16,168.81,42.63,16.39,0.138,0.795
spiral,4140,80.47,74.26,35.0,323.91,7.7,0.85,-21.51,-3.5,123.47,31.03,-37.81,0.212,2.472
stroke,4141,32.71,17.49,77.61,229.27,4.5,0.65,-16.65,-40.25,158.31,35.13,59.81,-0.303,2.493
stroke,4142,15.9,40.85,88.54,347.39,2.74,0.826,-27.75,-3.64,128.58,62.14,59.69,-0.085,1.094
stroke,4143,33.4,39.47,54.54,115.17,5.76,0.501,14.72,-41.44,161.79,67.79,-33.45,0.388,0.938
spiral,4144,75.59,84.28,142.49,158.38,6.07,0.729,-26.76,-8.97,205.11,132.38,-21.97,-0.18,1.504
spiral,4145,95.71,85.65,63.05,109.78,8.84,0.614,-4.21,22.99,114.1,110.62,-18.8,0.318,0.954
spiral,4146,9.17,27.04,35.0,79.68,3.44,0.928,-19.76,-32.67,212.83,64.81,-58.47,-0.059,0.594
splatter,4147,92.1,66.04,97.68,8.99,7.49,0.388,2.63,2.29,196.65,70.82,22.95,-0.06,3.267
splatter,4148,61.07,69.37,139.18,77.56,6.86,0.587,-59.87,-56.29,274.46,96.93,16.14,-0.29,1.822
stroke,4149,76.92,89.01,35.0,258.39,7.35,0.435,24.25,38.88,231.2,88.54,3.72,0.245,0.5
spiral,4150,90.16,65.98,138.66,113.77,8.15,0.738,-12.77,-0.58,177.7,90.81,102.7,-0.057,1.641
stroke,4151,64.89,67.02,82.92,25.6,5.83,0.741,2.81,-2.39,184.83,94.98,70.96,0.35,2.322
blob,4152,18.45,36.77,89.14,318.78,9.58,0.58,12.3,-47.95,178.75,101.26,89.76,0.313,1.002
wave,4153,27.56,22.33,119.07,262.44,13.16,0.845,4.38,17.47,137.34,61.93,105.39,0.166,1.29
spiral,4154,10.57,17.73,49.96,157.22,3.97,0.35,-43.88,19.86,138.14,34.72,82.43,0.27,1.107
spiral,4155,25.58,16.46,73.36,177.09,7.32,0.486,-50.7,17.69,218.83,70.51,46.17,0.174,3.261
blob,4156,13.04,34.11,122.93,317.96,10.87,0.76,-16.4,11.04,130.68,67.03,91.15,-0.034,1.614
wave,4157,78.22,66.67,94.49,171.81,9.22,0.98,-22.91,14.56,210.75,102.45,76.5,0.134,2.781
wave,4158,29.73,25.51,50.52,308.3,5.92,0.615,19.89,-30.93,229.83,72.63,5.4,0.206,1.665
wave,4159,75.27,64.28,177.0,171.23,8.68,0.852,45.66,-38.09,210.33,85.96,-8.58,0.332,0.945
splatter,4160,24.86,14.9,113.1,23.65,5.68,0.434,23.46,19.05,103.73,143.41,92.5,-0.032,0.957
cloud,4161,97.74,87.3,57.89,57.01,9.48,0.35,6.05,-6.65,187.41,116.16,90.21,-0.056,1.583
splatter,4162,92.12,71.97,54.96,92.46,10.9,0.752,13.21,-33.95,137.67,101.2,69.01,0.194,1.409
wave,4163,95.79,61.18,113.4,26.99,5.52,0.619,13.48,8.2,191.76,154.89,-59.58,0.052,3.653
wave,4164,30.66,15.72,94.68,121.66,8.05,0.798,-16.44,-24.0,146.12,79.5,-46.81,0.207,2.591
spiral,4165,69.47,79.8,63.28,56.23,9.82,0.664,-67.16,-18.38,141.36,86.84,-1.1,0.176,4.364
spiral,4166,28.8,29.09,116.37,303.56,9.52,0.576,24.82,4.56,82.99,81.63,-6.37,0.06,0.96
spiral,4167,74.68,66.81,103.33,54.35,7.48,0.712,19.32,-34.73,199.69,71.37,44.72,0.362,1.98
blob,4168,21.35,26.65,72.99,11.66,7.06,0.565,-19.9,-43.28,191.16,69.27,98.27,-0.258,1.839
splatter,4169,76.42,87.76,43.96,86.64,10.28,0.491,-10.76,21.91,60.0,87.58,120.0,-0.047,1.784
spiral,4170,15.74,37.23,69.65,37.66,4.76,0.699,43.72,22.48,153.42,100.05,-55.67,0.052,1.373
wave,4171,70.08,84.93,78.28,322.13,2.04,0.703,2.56,-1.27,233.6,46.43,0.65,0.046,3.744
wave,4172,63.67,59.26,90.91,69.87,6.72,0.35,-26.5,17.83,162.14,50.46,7.48,0.0,0.974
spiral,4173,12.56,27.04,92.32,183.85,9.81,0.35,-17.45,-42.62,171.02,98.22,67.63,0.088,0.601
spiral,4174,86.94,66.53,100.58,28.75,6.61,0.725,42.39,-26.22,184.79,66.14,5.87,-0.336,3.136
splatter,4175,87.66,71.44,73.12,221.49,9.75,0.979,-39.96,32.8,60.0,38.91,-49.81,0.044,1.024
spiral,4176,16.83,20.72,122.46,6.21,6.2,0.767,5.86,44.97,77.42,44.67,-21.89,0.269,0.767
splatter,4177,25.05,31.83,100.97,43.6,2.13,0.673,29.63,-25.84,120.38,59.45,63.19,-0.185,2.511
blob,4178,78.16,69.36,112.24,176.32,7.6,0.628,26.04,48.7,204.2,36.1,10.58,0.041,1.394
wave,4179,90.35,56.99,35.0,194.85,6.85,0.667,-34.08,6.84,255.32,58.34,87.55,0.303,0.88
splatter,4180,87.26,92.5,136.06,269.74,5.74,0.868,-3.98,-4.66,214.94,135.15,112.18,-0.004,0.813
stroke,4181,75.95,79.87,62.57,101.33,8.97,0.496,-18.28,44.75,179.91,112.38,30.38,-0.076,2.2
wave,4182,66.37,77.28,84.37,134.19,9.2,0.416,-5.2,-14.2,163.14,109.73,104.76,0.026,0.594
cloud,4183,76.85,77.36,52.55,312.1,5.87,0.783,12.57,1.78,117.24,145.41,53.22,-0.13,1.538
stroke,4184,19.75,23.22,35.0,107.65,6.4,0.766,-9.87,-21.18,110.92,101.45,5.41,0.006,1.371
spiral,4185,22.19,37.85,100.6,147.03,9.06,0.876,8.22,11.5,186.44,120.6,-23.95,0.305,1.695
stroke,4186,75.81,78.34,66.08,192.66,7.05,0.761,23.54,19.81,136.15,113.53,13.21,0.032,1.015
spiral,4187,16.43,13.71,51.93,184.57,11.79,0.778,3.15,32.31,136.36,93.48,24.58,0.036,0.517
spiral,4188,25.82,50.92,62.82,263.09,7.67,0.35,38.47,6.72,125.19,140.14,118.6,-0.048,0.517
blob,4189,0.37,29.16,35.0,343.75,8.59,0.83,10.26,-22.56,184.39,97.52,-14.99,-0.13,0.756
splatter,4190,69.27,77.26,67.53,13.75,9.09,0.504,30.5,62.4,67.99,78.69,8.91,0.45,0.712
wave,4191,85.29,68.62,68.66,242.98,11.14,0.392,23.52,10.79,273.52,126.09,-79.14,-0.382,1.458
spiral,4192,28.2,23.37,106.63,223.28,8.07,0.951,4.33,34.38,228.76,25.0,0.6,0.45,0.503
splatter,4193,73.28,73.58,118.03,170.81,8.0,0.35,21.53,-85.88,170.79,170.51,29.77,0.106,0.741
wave,4194,78.8,78.75,78.68,301.04,6.84,0.533,4.46,13.28,244.09,143.68,99.43,-0.032,1.42
cloud,4195,88.55,84.93,62.33,40.63,10.29,0.89,9.02,-54.61,129.35,25.0,-53.28,-0.056,1.848
cloud,4196,73.69,56.8,68.08,134.11,6.48,0.669,43.14,13.8,205.64,59.96,-77.63,0.112,0.861
wave,4197,23.42,31.39,56.95,135.38,8.57,0.771,63.26,-3.07,151.64,119.67,91.09,0.365,2.045
cloud,4198,71.07,66.79,96.79,142.59,7.18,0.35,32.82,13.25,190.76,129.3,8.84,0.063,3.348
wave,4199,94.56,66.44,155.35,57.78,4.13,0.63,69.23,36.89,145.04,67.78,-46.78,-0.378,1.325
cloud,4200,36.88,34.23,40.38,5.83,9.41,0.544,42.27,14.42,192.27,112.14,60.96,-0.013,1.058
wave,4201,26.91,36.19,83.32,45.36,7.61,0.67,25.44,-52.47,210.36,46.18,76.24,0.23,0.966
spiral,4202,27.26,20.65,85.24,148.24,13.24,0.929,-14.1,54.49,165.61,89.01,33.46,0.115,0.824
stroke,4203,18.13,32.65,74.45,114.75,5.91,0.754,-25.34,28.65,190.61,77.87,9.2,0.085,1.705
spiral,4204,85.2,87.41,135.3,260.93,6.19,0.576,29.8,-11.08,60.0,40.16,4.62,0.043,4.001
spiral,4205,12.7,29.67,126.61,254.77,9.35,0.899,-28.4,-7.95,115.61,109.6,10.05,0.003,3.776
stroke,4206,19.95,32.24,123.74,180.29,7.48,0.956,14.23,25.88,116.35,76.71,62.29,0.082,0.825
spiral,4207,70.42,78.69,74.52,326.07,5.44,0.646,-5.44,-12.72,66.53,117.05,2.91,-0.077,1.257
stroke,4208,31.77,14.42,78.02,161.92,8.56,0.583,-30.63,32.53,153.31,90.18,27.99,0.133,0.977
blob,4209,87.23,74.18,220.0,279.02,9.91,0.721,-18.11,2.84,110.19,169.47,60.15,-0.145,1.779
splatter,4210,64.53,68.8,108.49,154.03,5.85,0.837,31.69,1.71,197.81,54.83,71.71,0.247,1.017
splatter,4211,74.24,73.5,115.6,263.89,7.46,0.595,7.22,-8.97,166.52,52.76,57.02,0.107,1.667
splatter,4212,8.37,48.24,103.16,14.31,12.58,0.46,19.97,-26.12,121.17,120.57,32.21,0.012,5.5
cloud,4213,12.23,25.56,105.26,346.6,9.77,0.907,12.23,-12.66,74.39,121.49,-22.26,-0.409,1.685
stroke,4214,45.79,14.16,82.03,316.47,7.34,0.772,54.91,-31.01,197.88,93.16,-55.88,0.417,0.94
